,Title,Zone,Price,Size (m²),Status
1649,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1650,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1651,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1652,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1653,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1654,Apartment,               Campolide,270000,80.0,Usado
1655,Apartment,               Alvide,695,100.0,Recuperado
1656,Apartment,               São Sebastião,159900,80.0,Recuperado
1657,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1658,Apartamento T2,               Vila do Conde,2,110.0,Usado
1659,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1660,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1661,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1662,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1663,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1664,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1665,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1666,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1667,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1668,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1669,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1670,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1671,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1672,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1673,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1674,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1675,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1676,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1677,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1678,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1679,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1680,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1681,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1682,Apartment,               Baixa (Santa Cruz),950000,60.0,Usado
1683,Apartment,               Alvalade,145000,132.0,Usado
1684,Apartment,               Paranhos,320000,91.0,Usado
1685,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1686,Apartamento T2,               Vila do Conde,2,110.0,Usado
1687,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1688,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1689,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1690,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1691,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1692,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1693,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1694,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1695,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1696,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1697,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1698,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1699,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1700,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1701,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1702,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1703,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1704,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1705,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1706,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1707,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1708,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1709,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1710,Apartment,               Atalaia,102000,105.0,Usado
1711,Apartment,               Santa Comba Dão e Couto do Mosteiro,700,79.0,Usado
1712,Apartment,               Av. Roma (Campo Grande),1900,158.0,Usado
1713,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1714,Apartamento T2,               Vila do Conde,2,110.0,Usado
1715,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1716,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1717,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1718,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1719,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1720,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1721,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1722,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1723,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1724,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1725,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1726,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1727,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1728,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1729,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1730,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1731,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1732,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1733,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1734,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1735,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1736,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1737,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1738,Apartment,               Av. da Liberdade (São José),305000,98.0,Usado
1739,Apartment,               Santa Comba Dão e Couto do Mosteiro,440000,68.0,Usado
1740,Apartment,               Santa Marinha e São Pedro da Afurada,352000,130.0,Renovado
1741,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1742,Apartamento T2,               Vila do Conde,2,110.0,Usado
1743,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1744,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1745,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1746,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1747,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1748,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1749,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1750,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1751,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1752,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1753,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1754,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1755,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1756,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1757,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1758,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1759,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1760,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1761,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1762,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1763,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1764,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1765,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1766,Apartment,               Encosta do Mourigo,550,217.0,Usado
1767,Apartment,               Amoreiras,3400,80.0,Recuperado
1768,Apartment,               Algodeia (São Julião),335000,71.0,Usado
1769,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1770,Apartamento T2,               Vila do Conde,2,110.0,Usado
1771,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1772,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1773,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1774,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1775,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1776,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1777,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1778,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1779,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1780,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1781,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1782,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1783,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1784,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1785,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1786,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1787,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1788,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1789,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1790,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1791,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1792,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1793,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1794,Apartment,               Barcarena,1200,95.0,Usado
1795,Apartment,               Parque das Nações,1900,75.0,Usado
1796,Apartment,               Av. da Liberdade (São José de São Lázaro),1600,150.0,Usado
1797,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1798,Apartamento T2,               Vila do Conde,2,110.0,Usado
1799,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1800,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1801,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1802,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1803,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1804,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1805,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1806,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1807,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1808,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1809,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1810,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1811,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1812,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1813,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1814,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1815,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1816,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1817,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1818,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1819,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1820,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1821,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1822,Apartment,               Saldanha (São Sebastião da Pedreira),149500,156.0,Novo
1823,Apartment,               Cooperativa dos Arquitectos (Aldoar),800,55.0,Usado
1824,Apartment,               Encosta do Mourigo,800,58.0,Usado
1825,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1826,Apartamento T2,               Vila do Conde,2,110.0,Usado
1827,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1828,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1829,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1830,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1831,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1832,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1833,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1834,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1835,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1836,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1837,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1838,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1839,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1840,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1841,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1842,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1843,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1844,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1845,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1846,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1847,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1848,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1849,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1850,Apartment,               Barra,1200,190.0,Por recuperar
1851,Apartment,               Centro (Matosinhos),150000,70.0,Usado
1852,Apartment,               Alto da Guerra,790000,116.0,Usado
1853,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1854,Apartamento T2,               Vila do Conde,2,110.0,Usado
1855,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1856,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1857,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1858,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1859,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1860,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1861,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1862,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1863,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1864,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1865,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1866,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1867,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1868,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1869,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1870,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1871,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1872,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1873,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1874,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1875,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1876,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1877,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1878,Apartment,               Quinta do Bispo (Marrazes),270000,120.0,Usado
1879,Apartment,               Aldoar,135000,50.0,Usado
1880,Apartment,               Centro (Matosinhos),1600,105.0,Usado
1881,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1882,Apartamento T2,               Vila do Conde,2,110.0,Usado
1883,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1884,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1885,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1886,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1887,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1888,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1889,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1890,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1891,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1892,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1893,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1894,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1895,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1896,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1897,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1898,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1899,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1900,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1901,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1902,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1903,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1904,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1905,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1906,Apartment,               Av. da República (Nossa Senhora de Fátima),125000,95.0,Novo
1907,Apartment,               Arca dÁgua,143000,145.0,Usado
1908,Apartment,               Carvalhido,850,86.0,Recuperado
1909,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1910,Apartamento T2,               Vila do Conde,2,110.0,Usado
1911,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1912,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1913,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1914,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1915,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1916,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1917,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1918,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1919,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1920,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1921,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1922,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1923,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1924,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1925,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1926,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1927,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1928,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1929,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1930,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1931,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1932,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
