,Title,Zone,Price,Size (m²),Status
514,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
515,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
516,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
517,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
518,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
519,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
520,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
521,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
522,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
523,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
524,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
525,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
526,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
527,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
528,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
529,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
530,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
531,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
532,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
533,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
534,Apartment,               Campolide,950,120.0,Usado
535,Apartment,               Praia,990,92.0,Usado
536,Apartment,               Estrela (Lapa),700,50.0,Usado
537,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
538,Apartamento T2,               Vila do Conde,2,110.0,Renovado
539,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
540,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
541,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
542,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
543,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
544,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
545,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
546,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
547,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
548,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
549,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
550,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
551,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
552,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
553,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
554,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
555,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
556,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
557,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
558,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
559,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
560,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
561,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
562,Apartment,               Amoreiras (São Mamede),320000,92.0,Usado
563,Apartment,               Santa Marinha e São Pedro da Afurada,1900,50.0,Recuperado
564,Apartment,               Colinas da Arrábida,1650,75.0,Recuperado
565,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
566,Apartamento T2,               Vila do Conde,2,110.0,Renovado
567,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
568,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
569,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
570,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
571,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
572,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
573,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
574,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
575,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
576,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
577,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
578,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
579,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
580,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
581,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
582,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
583,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
584,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
585,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
586,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
587,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
588,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
589,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
590,Apartment,               Av. Roma (Campo Grande),390000,190.0,Recuperado
591,Apartment,               Av. da República (Nossa Senhora de Fátima),217000,135.0,Usado
592,Apartment,               Matosinhos Cidade (Matosinhos),105000,135.0,Usado
593,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
594,Apartamento T2,               Vila do Conde,2,110.0,Renovado
595,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
596,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
597,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
598,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
599,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
600,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
601,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
602,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
603,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
604,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
605,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
606,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
607,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
608,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
609,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
610,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
611,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
612,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
613,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
614,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
615,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
616,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
617,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
618,Apartment,               Quinta das Conchas,1300,152.0,Recuperado
619,Apartment,               Damião de Góis (Cedofeita),335000,89.0,Usado
620,Apartment,               Campolide,850,90.0,Novo
621,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
622,Apartamento T2,               Vila do Conde,2,110.0,Renovado
623,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
624,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
625,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
626,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
627,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
628,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
629,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
630,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
631,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
632,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
633,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
634,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
635,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
636,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
637,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
638,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
639,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
640,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
641,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
642,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
643,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
644,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
645,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
646,Apartment,               Santa Comba Dão e Couto do Mosteiro,900,145.0,Usado
647,Apartment,               Av. da República (Nossa Senhora de Fátima),390000,91.0,Usado
648,Apartment,               Terraços da Ponte (Sacavém),199000,152.0,Usado
649,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
650,Apartamento T2,               Vila do Conde,2,110.0,Renovado
651,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
652,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
653,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
654,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
655,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
656,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
657,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
658,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
659,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
660,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
661,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
662,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
663,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
664,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
665,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
666,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
667,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
668,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
669,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
670,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
671,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
672,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
673,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
674,Apartment,               Campolide,500,90.0,Recuperado
675,Apartment,               Estrela (Lapa),143000,132.0,Usado
676,Apartment,               Centro (Nossa Senhora do Pópulo),1150,188.0,Novo
677,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
678,Apartamento T2,               Vila do Conde,2,110.0,Renovado
679,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
680,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
681,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
682,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
683,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
684,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
685,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
686,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
687,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
688,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
689,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
690,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
691,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
692,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
693,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
694,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
695,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
696,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
697,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
698,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
699,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
700,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
701,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
702,Apartment,               Queluz e Belas,172500,122.0,Usado
703,Apartment,               Campanhã,102000,83.0,Recuperado
704,Apartment,               Bairro da Encarnação (Encarnação),199000,158.0,Usado
705,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
706,Apartamento T2,               Vila do Conde,2,110.0,Renovado
707,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
708,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
709,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
710,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
711,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
712,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
713,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
714,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
715,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
716,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
717,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
718,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
719,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
720,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
721,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
722,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
723,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
724,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
725,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
726,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
727,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
728,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
729,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
730,Apartment,               Arroios,110000,190.0,Usado
731,Apartment,               Janelas Verdes (Santos-o-Velho),125000,100.0,Usado
732,Apartment,               Av. Roma (Campo Grande),990,91.0,Usado
733,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
734,Apartamento T2,               Vila do Conde,2,110.0,Renovado
735,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
736,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
737,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
738,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
739,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
740,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
741,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
742,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
743,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
744,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
745,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
746,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
747,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
748,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
749,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
750,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
751,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
752,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
753,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
754,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
755,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
756,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
757,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
758,Apartment,               Quinta do Infante (Sé),550,160.0,Usado
759,Apartment,               São Sebastião,102000,75.0,Usado
760,Apartment,               Estrela (Lapa),950000,58.0,Usado
761,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
762,Apartamento T2,               Vila do Conde,2,110.0,Renovado
763,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
764,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
765,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
766,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
767,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
768,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
769,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
770,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
771,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
772,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
773,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
774,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
775,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
776,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
777,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
778,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
779,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
780,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
781,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
782,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
783,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
784,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
785,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
786,Apartment,               Praça de Espanha,1900,50.0,Recuperado
787,Apartment,               Arredores (Santos-o-Velho),800,98.0,Recuperado
788,Apartment,               Quinta das Conchas,102000,92.0,Usado
789,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
790,Apartamento T2,               Vila do Conde,2,110.0,Renovado
791,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
792,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
793,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
794,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
795,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
796,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
797,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
798,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
799,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
800,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
801,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
